audit_bucket,row_index,paper_id,paper_title,game_id,game_name,mechanic_id,mechanic_name,outcome_canonical,outcome_category,effect_direction,effect_size_raw,p_value,source_quote,is_supported_evidence,edge_weight,review_status,decision,notes
supported_random,880,paper_025,Moderating effects of visual attention and action video game play on perceptual learning with the texture discrimination task,g40,action video games,m010,Rapid Response,Useful Field of View (UFOV) performance,Attention / Cognitive,positive,,,To measure visual attention we used a Useful Field of View (UFOV) task similar to that described by Ball et al. (1988).,True,0.0945,needs_review,,
supported_random,1092,paper_038,Intelligence and video games: Beyond “brain-games”,g73,EDGE,,not_reported,correlation between general intelligence (g) and general video game performance (gVG),correlational association,positive,r = 0.79,,Results revealed a correlation value of 0.79 between latent factors representing general intelligence (g) and video games general performance (gVG).,True,0.0473,needs_review,,
supported_random,1100,paper_038,Intelligence and video games: Beyond “brain-games”,g77,Space Invaders,,not_reported,correlation between general intelligence (g) and general video game performance (gVG),correlational association,positive,r = 0.79,,Results revealed a correlation value of 0.79 between latent factors representing general intelligence (g) and video games general performance (gVG).,True,0.0473,needs_review,,
supported_random,1481,paper_065,The effect of simulation games on the learning of computational problem solving,,,,not_reported,analytical reasoning strategy use,Problem solving strategies,positive,not_reported,not_reported,"The students who perceived a ﬂow experience state frequently applied trial-and-error, learning-by-example, and analytical reasoning strategies to learn the computational problem solving skills.",True,0.1687,needs_review,,
supported_random,1658,paper_079,Co-activation patterns during viewing of different video game genres,GAME_0004,League of Legends,m008,Resource Management,ARSG viewing increases attentional-control-related CAP Fraction of Time and Counts; increases transition probability from sensorimotor-related CAPs to attentional-control-related CAPs,neuroimaging_dynamic_networks,positive,,,"Within action-like video games, compared to FPS viewing, ARSG viewing elicited a more pronounced increase in the Fraction of Time and Counts of attentional control-related CAPs, along with an increased Transition Probability from sensorimotor-related CAPs to attentional control-related CAPs.",True,0.0945,needs_review,,
supported_random,1715,paper_085,"The effects of interactive brand placements in online games on children’s cognitive, affective, and conative brand responses",g136,online role-playing game,,not_reported,brand image (perceived brand attributes),affective_cognitive_response,positive,not_reported,not_reported,"confrontation with interactive brand placement in the game resulted in more positive attitudes toward the game, higher top of mind awareness of the brand, more positive brand images, and more favorable behavioral intentions.",True,0.0225,needs_review,,
supported_random,1793,paper_089,The social side of gaming: How playing online computer games creates online and ofﬂine social support,,,,not_reported,bonding social capital,Social,positive,,,Physical proximity was predicted to positively inﬂuence bonding social capital online.,True,0.0473,needs_review,,
supported_random,1861,paper_094,Sex role stereotyping is hard to kill: A ﬁeld experiment measuring social responses to user characteristics and behavior in an online multiplayer ﬁrst-person shooter game,g150,online first-person shooter video game,m010,Rapid Response,compliance with friend requests,Social,positive,not_reported,not_reported,"A 2 × 3 × 2 virtual ﬁeld experiment (N = 520) in an online ﬁrst-person shooter video game examined effects of a confederate players’ sex, communication style, and skill on players’ compliance with subsequent online friend requests.",True,0.1687,needs_review,,
supported_random,1898,paper_094,Sex role stereotyping is hard to kill: A ﬁeld experiment measuring social responses to user characteristics and behavior in an online multiplayer ﬁrst-person shooter game,g150,online first-person shooter video game,m011,Targeting,gender effect on friend request compliance (female > male),Social,positive,not_reported,not_reported,"We found support for the hypothesis that, in general, women would gain more compliance with friend requests than men.",True,0.1687,needs_review,,
supported_random,2095,paper_114,Shoot at ﬁrst sight! First person shooter players display reduced reaction time and compromised inhibitory control in comparison to other video game players,GAME_0004,League of Legends,m004,Lane Control,cancellation ability (stop-signal process),Neuro/Cognitive,negative,,,"Results showed that when confounding variables were controlled for, participants who favored online first person shooter were characterized by accelerated motor responses yet reduced abilities to cancel a prepotent response.",True,0.054,needs_review,,
supported_random,2231,paper_125,Does a prosocial decision in video games lead to increased prosocial real-life behavior? The impact of reward and reasoning,g162,first-person-shooter (FPS) game,m010,Rapid Response,donation amount to charity,behavioral,positive,,,Results of Study 2 revealed that the absence of a reward for helping in-game affected players’ reasoning for helping and positively influenced prosocial self-concept and donation.,True,0.135,needs_review,,
supported_random,2368,paper_133,The Fortnite social paradox: The effects of violent-cooperative multi-player video games on children’s basic psychological needs and prosocial behavior,g166,a violent multiplayer online game,,not_reported,"satisfaction of psychological needs (competence, relatedness, positive-emotions, enjoyment) as mediator",Psychological,positive,,,"Satisfaction of the psychological needs of competence, relatedness, positive-emotions, and enjoyment was examined as possible mediator of the hypothesized effect of cooperative violent game on prosociality.
Increased satisfaction of psychological needs was shown to act as a mediator.",True,0.135,needs_review,,
supported_random,2496,paper_141,Enhanced disengagement of auditory attention and phonological skills in action video gamers,,,,not_reported,phonological working memory,working_memory,positive,not_reported,not_reported,AVG players also showed better ... working memory skills,True,0.09,needs_review,,
supported_random,2533,paper_147,Theory of consumption value: A lens to examine the use and continual use intention of online game subscription services,g180,Microsoft’s Xbox Game Pass,,not_reported,Perceived playing-games value,Psychological,positive,not_reported,not_reported,"Three value types (playing games, enjoyment, and price) contribute to the use (continual use) intention.",True,0.0788,needs_review,,
supported_random,2553,paper_147,Theory of consumption value: A lens to examine the use and continual use intention of online game subscription services,g181,Game Pass,,not_reported,Continual use intention (subscription service),Behavioral,positive,not_reported,not_reported,"Three value types (playing games, enjoyment, and price) contribute to the use (continual use) intention.",True,0.0788,needs_review,,
supported_random,2794,paper_166,This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/). Do action video games make safer drivers? The effects of video game experience on simulated driving performance,g40,action video games,m001,Combat,spare cognitive capacity measured by Detection Response Task (DRT),cognitive_performance,mixed,not_reported,not_reported,"Results showed participants with experience playing AVGs performed significantly better than non-gamers, demonstrating lower speed variability, improved lane maintenance, and better performance on the DRT. The effects of distraction were predictably observed, though distraction negated the improvements to DRT response times for AVG players.",True,0.09,needs_review,,
supported_random,2810,paper_167,Video gaming and sleep in adults: A systematic review,,,,not_reported,daytime functioning,Daytime functioning / alertness,positive,,,habitual and/or casual use was not associated with poor sleep and some studies even showed a beneficial effect on daytime functioning.,True,0.0135,needs_review,,
supported_random,3066,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),g202,EA SPORTS™ACTIVE,m002,Movement Control,compliance / adherence,Behavioral / Adherence,positive,All patients were compliant with all three Wii™modalities.,,All patients were compliant with all three Wii™modalities.,True,0.0945,needs_review,,
supported_random,3087,paper_171,Physiological response during activity programs using Wii-based video games in patients with cystic ﬁbrosis (CF),g204,mat controller,,not_reported,Wii-Acti and Wii-Train impose metabolic demand comparable to 6MWT,game_claim,positive,Wii-Acti and Wii-Train impose a signiﬁcantly high metabolic demand comparable to the 6MWT.,,Wii-Acti and Wii-Train impose a signiﬁcantly high metabolic demand comparable to the 6MWT.,True,0.0945,needs_review,,
supported_random,3366,paper_197,"under the license (http://creativecommons.org/licenses/by/4.0/). The effect of video games, exergames and board games on executive functions in kindergarten and 2nd grade: An explorative longitudinal study",g227,exergames,m002,Movement Control,executive functions (T2),Neuro/Cognitive,positive,,,"only exergames, electronic puzzle games, and board games predicted EF at T2.",True,0.0608,needs_review,,
supported_random,3370,paper_197,"under the license (http://creativecommons.org/licenses/by/4.0/). The effect of video games, exergames and board games on executive functions in kindergarten and 2nd grade: An explorative longitudinal study",g227,exergames,m002,Movement Control,visuospatial updating (T1),Neuro/Cognitive,negative,,,the time spent on electronic games was negatively related to visuospatial updating at T1 but did not predict EF at T2.,True,0.0608,needs_review,,
supported_random,3490,paper_217,Positioning game review as a crucial element of game user feedback in the ongoing development of independent video games,,,,not_reported,steam_variables_reflect_player_needs,interpreted_construct,positive,not_reported,not_reported,Statistical research and the analytic hierarchy process supported that variables on the Steam platform reﬂect players’ common needs and constitute a model by means of which developers can assess constructive data.,True,0.0675,needs_review,,
supported_random,3550,paper_225,Video game players have improved decision-making abilities and enhanced brain activities,g255,Battle Royale (BR),,not_reported,directed functional network activity (directed connectivity) targeting right SMA and left thalamus,functional_connectivity,positive,Directed functional network activities to the right SMA and the left thalamus were also increased.,not_reported,Directed functional network activities to the right SMA and the left thalamus were also increased.,True,0.09,needs_review,,
supported_random,3620,paper_230,The effect of strategy game types on inhibition,g264,Flow,,not_reported,response inhibition,cognitive,positive,,,Results showed that only the puzzle game group showed an improved response inhibition while controlling for WM.,True,0.1012,needs_review,,
supported_random,3972,paper_254,S1252502200521701,,,,not_reported,long-term sales,Economic performance,mixed,,,"""However, our results also show that performance effects of game innovativeness diminish over time.""",True,0.0473,needs_review,,
supported_random,4082,paper_259,Open Access Rapid component of excess post-exercise oxygen consumption of children of different weight status after playing active video games,g196,Xbox,,not_reported,"absolute minute ventilation (VE), oxygen consumption (VO2), carbon dioxide production (VCO2) during EPOC",Physiological,positive,,,"Children with overweight/obesity had a higher average of absolute VE, VO2, and VCO2 than their healthy-weight counterparts (BMI percentile < 85%; n = 21) during post-exercise recovery.",True,0.0945,needs_review,,
supported_random,4131,paper_263,Effects of interactive video-game–based exercise on balance in older adults with mild-to-moderate Parkinson’s disease,g308,step mat,,not_reported,multi-directional reach distance / dynamic reach (Multi-Directional Reach Test subscales),postural balance / dynamic reach,positive,,,"After Bonferroni adjustment, the changes in ... two subscales of Multi-Directional Reach Test were significantly different between two groups in the first 6-week period.",True,0.135,needs_review,,
supported_random,4284,paper_272,The precision of experienced action video-game players: Line bisection reveals reduced leftward response bias Andrew J. Latham & Lucy L. M. Patston & Lynette J. Tippett Published online: 24 October 2014,g276,DOTA 2,,not_reported,bisection precision,behavioral_performance,positive,not_reported,not_reported,Bisections by experienced-AVGPs were also more precise than those of non-AVGPs.,True,0.09,needs_review,,
supported_random,4432,paper_280,Action video games and improved attentional control: Disentangling selection- and response-based processes,GAME_0001,Counter-Strike,m009,Inventory Management,target selection (eye-movement/oculomotor capture),Neuro/Cognitive,positive,,,we required participants to perform an oculomotor capture task in which they made saccades to a uniquely colored target (selection-based process),True,0.1012,needs_review,,
supported_random,4473,paper_281,Action video game training reduces the Simon Effect Claire V. Hutchinson1 & Doug J. K. Barrett1 & Aleksander Nitka1 & Kerry Raynes1 Published online: 4 August 2015,g327,Nintendo DS,,not_reported,Simon Effect magnitude (incompatibility cost),behavioral (response selection/conflict),positive,,,The results revealed significantly faster response times and a reduced cost of stimulus-response incompatibility in the groups trained on the first-person-shooter game. No benefit of training was observed in the control group or the group trained on the visual training game.,True,0.135,needs_review,,
supported_random,4746,paper_287,Page 1 of 5 (page number not for citation purposes),g344,dance mat,,not_reported,physical activity (accelerometer counts/min) at 12 weeks,physical_activity_objective,,difference at 12 weeks = 48 counts/min,0.06,"...and at 12 weeks = 48 counts/min, p = 0.06).",True,0.225,needs_review,,
supported_random,4773,paper_288,Active video games: the mediating effect of aerobic fitness on body composition,g350,Dance Factory,,not_reported,Body mass index (BMI) change from baseline at 24 weeks,physiological,positive,"Observed difference between groups reduced from -0.3265 (p = 0.01) to -0.2992 (p = 0.02) when aerobic fitness was included (approximately 8% reduction in treatment effect). Table shows difference in means -0.33 (SE 0.12), 95% CI -0.57 to -0.08.",p = 0.01 (before mediation); p = 0.02 (after mediation),"For change in BMI, the observed difference between the two treatment groups reduced from −0.3265 (p = 0.01) to −0.2992 (p = 0.02), or approximately 8% when aerobic fitness was included.",True,0.225,needs_review,,
supported_random,4859,paper_289,Page 1 of 10 (page number not for citation purposes),g354,Sony Playstation,,not_reported,body mass index (BMI),Physiological,,,not_reported,"No significant association was found between body mass index (BMI), exercise, number of detentions, or the ""Oppositional"" and ""Hyperactivity"" components of CPRS and video game use.",True,0.0788,needs_review,,
supported_random,4964,paper_296,Open Access Game-based learning and gamification in initial teacher training in the social sciences: an experiment with MinecraftEdu,g31,Minecraft,m008,Building,motivation,engagement/motivation,positive,not_reported,not_reported,"Interest level, educational innovation and motivation are valued positively and show statistically significant improvements.",True,0.1687,needs_review,,
supported_random,5031,paper_297,Open Access The effect of games and simulations on higher education: a systematic literature review,g101,tablets,,not_reported,learning (general),Learning,positive,,,"On balance, results indicate that games and/or simulations have a positive impact on learning goals.",True,0.0405,needs_review,,
supported_random,5033,paper_297,Open Access The effect of games and simulations on higher education: a systematic literature review,g101,tablets,,not_reported,behavioural learning outcomes,Behavioural,positive,,,"The researchers identify three learning outcomes when integrating games into the learning process: cognitive, behavioural, and affective.",True,0.0405,needs_review,,
