item_type,item_id,field,old_value,row_count,paper_count,supported_count,example_papers,example_titles,new_value,decision,notes
outcome_category,Moderation / Interaction,outcome_category,Moderation / Interaction,1,1,1,paper_122,Do coping strategies moderate the relationship between escapism and negative gaming outcomes in World of Warcraft (MMORPG) players?,,,
outcome_category,Perceived quality,outcome_category,Perceived quality,1,1,1,paper_098,Making work fun: Investigating antecedents of perceived enjoyment in human computation games for information sharing,,,
outcome_category,Perception / Product evaluation,outcome_category,Perception / Product evaluation,1,1,0,paper_031,"Inﬂuences of perceived product innovation upon usage behavior for MMORPG: Product capability, technology capability, and user centered design",,,
outcome_category,Psychological/Behavioral,outcome_category,Psychological/Behavioral,1,1,1,paper_051,The longitudinal relationship between everyday sadism and the amount of violent video game play,,,
outcome_category,Quality of life,outcome_category,Quality of life,1,1,0,paper_020,Social network games (SNGs) addiction: Psychological dimensions and impacts on life quality and society,,,
outcome_category,Sexualization,outcome_category,Sexualization,1,1,1,paper_245,Female Gamers’ Experience of Online Harassment and Social Support in Online Gaming: A Qualitative Study,,,
outcome_category,Value creation and capture mechanisms,outcome_category,Value creation and capture mechanisms,1,1,0,paper_017,Business model innovation in video-game consoles to face the threats of mobile gaming: Evidence from the case of Sony PlayStation,,,
outcome_category,attitudinal,outcome_category,attitudinal,1,1,1,paper_119,Use of military-themed ﬁrst-person shooter games and militarism: An investigation of two potential facilitating mechanisms,,,
outcome_category,behavior; affect; cognition,outcome_category,behavior; affect; cognition,1,1,1,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,behavioral regulation / protective factor,outcome_category,behavioral regulation / protective factor,1,1,0,paper_221,Perceptions of adolescents concerning pathological video games use: A qualitative study,,,
outcome_category,behavioral_manifestation,outcome_category,behavioral_manifestation,1,1,0,paper_205,Research paper Gamer rage—Children’s perspective on issues impacting losing one’s temper while playing digital games,,,
outcome_category,behavioral_use,outcome_category,behavioral_use,1,1,1,paper_047,How does escapism foster game experience and game use?,,,
outcome_category,belief/perception_measured,outcome_category,belief/perception_measured,1,1,1,paper_213,Do teachers believe that video games can improve learning?,,,
outcome_category,clinical_symptom,outcome_category,clinical_symptom,1,1,1,paper_235,In-Game Play Behaviours during an Applied Video Game for Anxiety,,,
outcome_category,cognition,outcome_category,cognition,1,1,1,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,cognition; self_reported_behavior,outcome_category,cognition; self_reported_behavior,1,1,1,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,comprehension,outcome_category,comprehension,1,1,1,paper_192,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 5th International Conference on Computer Science and,,,
outcome_category,contextual_background_factors,outcome_category,contextual_background_factors,1,1,0,paper_205,Research paper Gamer rage—Children’s perspective on issues impacting losing one’s temper while playing digital games,,,
outcome_category,correlational_personality,outcome_category,correlational_personality,1,1,1,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,design_guideline_outcome,outcome_category,design_guideline_outcome,1,1,1,paper_212,Identifying and validating game design elements in serious game guideline for climate change,,,
outcome_category,economic/behavioral,outcome_category,economic/behavioral,1,1,1,paper_054,"""Why pay premium in freemium services?"" A study on perceived value, continued use and purchase intentions in free-to-play games",,,
outcome_category,emotional_response,outcome_category,emotional_response,1,1,1,paper_241,"Track 4: Digital Games, Virtual Reality, And Augmented Reality",,,
outcome_category,enjoyment,outcome_category,enjoyment,1,1,0,paper_018,Changes in user experience and satisfaction as media technology evolves: The reciprocal relationship between video games and video game-related media,,,
outcome_category,epidemiological / prevalence,outcome_category,epidemiological / prevalence,1,1,0,paper_012,"Gaming disorder test: Assessing psychometric properties, prevalence, temporal stability, and invariance using a Czech two-time-point longitudinal sample",,,
outcome_category,epidemiology,outcome_category,epidemiology,1,1,0,paper_291,"Dual Diagnosis (Ra Chambers, Section Editor)",,,
outcome_category,game_level_claim_interpreted_construct,outcome_category,game_level_claim_interpreted_construct,1,1,1,paper_213,Do teachers believe that video games can improve learning?,,,
outcome_category,game_play_behavior,outcome_category,game_play_behavior,1,1,0,paper_235,In-Game Play Behaviours during an Applied Video Game for Anxiety,,,
outcome_category,health impacts,outcome_category,health impacts,1,1,0,paper_221,Perceptions of adolescents concerning pathological video games use: A qualitative study,,,
outcome_category,intention,outcome_category,intention,1,1,1,paper_018,Changes in user experience and satisfaction as media technology evolves: The reciprocal relationship between video games and video game-related media,,,
outcome_category,learning_outcome_types_perceived,outcome_category,learning_outcome_types_perceived,1,1,1,paper_213,Do teachers believe that video games can improve learning?,,,
outcome_category,measurement_method,outcome_category,measurement_method,1,1,0,paper_241,"Track 4: Digital Games, Virtual Reality, And Augmented Reality",,,
outcome_category,mechanic-level claim,outcome_category,mechanic-level claim,1,1,1,paper_156,A novel gray FUCOM method and its application for better video games experiences,,,
outcome_category,mechanic_claim,outcome_category,mechanic_claim,1,1,0,paper_100,Strategic thinking in virtual worlds: Studying World of Warcraft,,,
outcome_category,mechanic_preference,outcome_category,mechanic_preference,1,1,0,paper_241,"Track 4: Digital Games, Virtual Reality, And Augmented Reality",,,
outcome_category,media_richness,outcome_category,media_richness,1,1,0,paper_018,Changes in user experience and satisfaction as media technology evolves: The reciprocal relationship between video games and video game-related media,,,
outcome_category,method_description,outcome_category,method_description,1,1,0,paper_217,Positioning game review as a crucial element of game user feedback in the ongoing development of independent video games,,,
outcome_category,methodological_claim,outcome_category,methodological_claim,1,1,1,paper_156,A novel gray FUCOM method and its application for better video games experiences,,,
outcome_category,methodology,outcome_category,methodology,1,1,0,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,moderation_effect,outcome_category,moderation_effect,1,1,0,paper_050,Adolescent aggression and violent video games: The role of moral disengagement and parental rearing patterns,,,
outcome_category,moderator,outcome_category,moderator,1,1,1,paper_047,How does escapism foster game experience and game use?,,,
outcome_category,mood/affect (between-group by grade),outcome_category,mood/affect (between-group by grade),1,1,1,paper_113,Acute effect of active video games on older children's mood change,,,
outcome_category,parental knowledge/awareness,outcome_category,parental knowledge/awareness,1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,parental supervision,outcome_category,parental supervision,1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,perceived benefits (attitudes),outcome_category,perceived benefits (attitudes),1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,perceived harms (attitudes),outcome_category,perceived harms (attitudes),1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,perceived_usefulness,outcome_category,perceived_usefulness,1,1,0,paper_018,Changes in user experience and satisfaction as media technology evolves: The reciprocal relationship between video games and video game-related media,,,
outcome_category,performance - composite,outcome_category,performance - composite,1,1,0,paper_110,Driving is not a game: Video game experience is associated with risktaking behaviours in the driving simulator,,,
outcome_category,performance - handling,outcome_category,performance - handling,1,1,0,paper_110,Driving is not a game: Video game experience is associated with risktaking behaviours in the driving simulator,,,
outcome_category,performance - rater assessed,outcome_category,performance - rater assessed,1,1,0,paper_110,Driving is not a game: Video game experience is associated with risktaking behaviours in the driving simulator,,,
outcome_category,performance - safety/risk,outcome_category,performance - safety/risk,1,1,1,paper_110,Driving is not a game: Video game experience is associated with risktaking behaviours in the driving simulator,,,
outcome_category,personality_trait,outcome_category,personality_trait,1,1,1,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,physical_injury,outcome_category,physical_injury,1,1,1,paper_136,"Background: ESports has evolved into a hyper-competitive genre of video gaming. Emerging evidence has linked its intense engagement with mental health problems, with implications on youth development. We aim to summarise the impact of eSports and online video gaming on lifestyle outcomes",,,
outcome_category,policy/legal_outcome,outcome_category,policy/legal_outcome,1,1,0,paper_130,Unfair play? Video games as exploitative monetized services: An examination of game patents from a consumer protection perspective,,,
outcome_category,predictor_relationship_measured,outcome_category,predictor_relationship_measured,1,1,1,paper_213,Do teachers believe that video games can improve learning?,,,
outcome_category,preferences/favourite games,outcome_category,preferences/favourite games,1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,psychological / educational,outcome_category,psychological / educational,1,1,0,paper_191,This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review under responsibility of the scientific committee of the 5th International Conference on Computer Science and,,,
outcome_category,psychological health,outcome_category,psychological health,1,1,1,paper_178,“Pro Gamers” & Cyberbullying: Workplace bullying & sexual harassment in professional video gaming,,,
outcome_category,psychological_construct,outcome_category,psychological_construct,1,1,1,paper_050,Adolescent aggression and violent video games: The role of moral disengagement and parental rearing patterns,,,
outcome_category,psychological_measure,outcome_category,psychological_measure,1,1,0,paper_211,What matters is when you play: Investigating the relationship between online video games addiction and time spent playing over speciﬁc day phases,,,
outcome_category,psychological_mediator,outcome_category,psychological_mediator,1,1,0,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,purchase_intention,outcome_category,purchase_intention,1,1,1,paper_032,Role of authenticity in massively multiplayer online role playing games (MMORPGs): Determinants of virtual item purchase intention,,,
outcome_category,qualitative_thematic_frequency,outcome_category,qualitative_thematic_frequency,1,1,1,paper_217,Positioning game review as a crucial element of game user feedback in the ongoing development of independent video games,,,
outcome_category,reliability (inter-rater),outcome_category,reliability (inter-rater),1,1,1,paper_123,Measuring the capacity of active video games for social interaction: The Social Interaction Potential Assessment tool,,,
outcome_category,reliability (intra-rater),outcome_category,reliability (intra-rater),1,1,1,paper_123,Measuring the capacity of active video games for social interaction: The Social Interaction Potential Assessment tool,,,
outcome_category,risk/protective factors,outcome_category,risk/protective factors,1,1,0,paper_221,Perceptions of adolescents concerning pathological video games use: A qualitative study,,,
outcome_category,service_experience,outcome_category,service_experience,1,1,1,paper_023,Gamification of the point of sale using hybrid-reality games: Non-players' negative influence on players' service experience,,,
outcome_category,social_behavior,outcome_category,social_behavior,1,1,0,paper_027,Violent Video Games: Specific Effects Of Violent Content On Aggressive Thoughts And Behavior,,,
outcome_category,specific driving performance measures,outcome_category,specific driving performance measures,1,1,0,paper_110,Driving is not a game: Video game experience is associated with risktaking behaviours in the driving simulator,,,
outcome_category,time use,outcome_category,time use,1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,usage/access,outcome_category,usage/access,1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,usage/purpose,outcome_category,usage/purpose,1,1,0,paper_185,Procedia - Social and Behavioral Sciences 149 ( 2014 ) 837 – 841,,,
outcome_category,validity (construct differentiation),outcome_category,validity (construct differentiation),1,1,1,paper_123,Measuring the capacity of active video games for social interaction: The Social Interaction Potential Assessment tool,,,
outcome_category,validity (subscale differentiation),outcome_category,validity (subscale differentiation),1,1,1,paper_123,Measuring the capacity of active video games for social interaction: The Social Interaction Potential Assessment tool,,,
outcome_category,wellbeing,outcome_category,wellbeing,1,1,1,paper_108,"The relationships between the structural video game characteristics, video game engagement and happiness among individuals who play video games",,,
