edge_id,source_node_id,source_node_type,target_node_id,target_node_type,edge_type,paper_id,study_id,intervention_id,condition_id,population_id,context,duration,outcome_id,measurement_id,effect_direction,effect_size_raw,effect_size_numeric,effect_metric,p_value,confidence_interval,evidence_strength,attribution_level,claim_type,claim_explicitness,source_quote,source_page,extraction_confidence,review_status,edge_weight
edge_000123,ms_51122,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000124,ms_51122,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000125,ms_51122,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000126,ms_51122,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000127,ms_51122,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000128,ms_51122,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000129,ms_51122,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000130,ms_51122,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_treatment,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000131,ms_13929,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000132,ms_13929,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000133,ms_13929,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000134,ms_13929,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000135,ms_13929,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000136,ms_50513,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000137,ms_50513,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000138,ms_50513,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000139,ms_50513,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000140,ms_50513,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000141,ms_50513,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000142,ms_50513,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000143,ms_50513,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000144,ms_50513,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000145,ms_50513,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000146,ms_50513,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000147,ms_50513,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000148,ms_50513,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000149,ms_50513,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000150,ms_50513,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
edge_000151,ms_92295,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000152,ms_92295,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000153,ms_92295,MechanicSet,study_1_out_001,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_001,study_1_meas_001,positive,ranged from 1.46±.41 METs to 2.97±1.16 METs,,,≤.01,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,Mean ± SD energy expenditure was signiﬁcantly greater for all game conditions compared with rest (all P≤.01) and ranged from 1.46±.41 METs to 2.97±1.16 METs.,1,0.5,needs_review,0.1575
edge_000154,ms_92295,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000155,ms_92295,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000156,ms_92295,MechanicSet,study_1_out_002,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_002,study_1_meas_002,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"There was no signiﬁcant difference in energy expenditure, activity counts, or perceived exertion between equivalent games played while standing and seated.",1,0.5,needs_review,0.1575
edge_000157,ms_92295,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000158,ms_92295,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000159,ms_92295,MechanicSet,study_1_out_003,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_003,study_1_meas_003,null,,,,not significant,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,No signiﬁcant correlations were observed between energy expenditure or activity counts and balance status.,1,0.5,needs_review,0.1575
edge_000160,ms_92295,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000161,ms_92295,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000162,ms_92295,MechanicSet,study_1_out_006,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_006,study_1_meas_006,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,"Active video games provide light-intensity exercise in community-dwelling older people, whether played while seated or standing.",1,0.5,needs_review,0.0945
edge_000163,ms_92295,MechanicSet,study_1_out_007,Outcome,MECHANIC_SET_ASSOCIATED_WITH_OUTCOME,paper_001,study_1,study_1_int_01,study_1_cond_control,pop_001,"University research center; laboratory-based testing (playing area 4 x 4 m, 32-inch flat screen); Nintendo Wii and Xbox 360 Kinect platforms used.",Each game played for 5 minutes; 5-minute seated rest interleaved between games; 20-minute familiarization; 10-minute supine rest for resting VO2.,study_1_out_007,study_1_meas_007,positive,,,,,,within_subject_experimental,mechanic_set_inferred,reported_intervention_effect,inferred,People who are unable to stand may derive equivalent beneﬁts from active video games played while seated.,1,0.5,needs_review,0.0945
